League_Name,Home_Team_Goal,Away_Team_Goal,Year
Italy Serie A,2,1,2013-01-01 00:00:00
Italy Serie A,4,2,2013-01-01 00:00:00
Italy Serie A,2,1,2013-01-01 00:00:00
Italy Serie A,3,2,2013-01-01 00:00:00
Italy Serie A,1,2,2013-01-01 00:00:00
Italy Serie A,1,0,2013-01-01 00:00:00
Italy Serie A,2,0,2013-01-01 00:00:00
Italy Serie A,2,1,2013-01-01 00:00:00
Italy Serie A,3,3,2013-01-01 00:00:00
Italy Serie A,1,0,2013-01-01 00:00:00
Italy Serie A,0,0,2013-01-01 00:00:00
Italy Serie A,1,2,2013-01-01 00:00:00
Italy Serie A,4,2,2013-01-01 00:00:00
Italy Serie A,2,0,2013-01-01 00:00:00
Italy Serie A,2,0,2013-01-01 00:00:00
Italy Serie A,2,0,2013-01-01 00:00:00
Italy Serie A,3,2,2013-01-01 00:00:00
Italy Serie A,1,0,2013-01-01 00:00:00
Italy Serie A,0,1,2013-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,3,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,0,2,2014-01-01 00:00:00
Italy Serie A,4,2,2014-01-01 00:00:00
Italy Serie A,0,2,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,3,1,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,4,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,7,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,0,3,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,3,3,2014-01-01 00:00:00
Italy Serie A,0,2,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,0,4,2014-01-01 00:00:00
Italy Serie A,0,3,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,4,2,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,3,2,2014-01-01 00:00:00
Italy Serie A,0,2,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,1,3,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,1,4,2014-01-01 00:00:00
Italy Serie A,0,2,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,3,3,2014-01-01 00:00:00
Italy Serie A,1,3,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,1,4,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,5,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,4,3,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,3,3,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,7,0,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,4,5,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,5,1,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,5,2,2015-01-01 00:00:00
Italy Serie A,1,4,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,3,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,4,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,3,3,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,2,3,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,0,3,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,0,3,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,4,2,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,4,2,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,0,3,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,4,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,5,1,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,4,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,5,0,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,4,3,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,4,3,2015-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,3,3,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,0,3,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,4,2014-01-01 00:00:00
Italy Serie A,0,4,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,4,2,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,3,2,2014-01-01 00:00:00
Italy Serie A,3,2,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,0,2,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,3,2014-01-01 00:00:00
Italy Serie A,2,2,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,0,1,2014-01-01 00:00:00
Italy Serie A,1,2,2014-01-01 00:00:00
Italy Serie A,0,4,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,2,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,6,2,2014-01-01 00:00:00
Italy Serie A,1,3,2014-01-01 00:00:00
Italy Serie A,0,0,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,3,0,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,1,1,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,2,0,2014-01-01 00:00:00
Italy Serie A,3,1,2014-01-01 00:00:00
Italy Serie A,1,0,2014-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,5,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,3,3,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,4,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,4,1,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,0,3,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,3,2,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,0,2,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,0,2015-01-01 00:00:00
Italy Serie A,3,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,0,0,2015-01-01 00:00:00
Italy Serie A,4,1,2015-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,0,4,2015-01-01 00:00:00
Italy Serie A,1,3,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,2,3,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,2,4,2015-01-01 00:00:00
Italy Serie A,1,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,3,3,2016-01-01 00:00:00
Italy Serie A,0,1,2016-01-01 00:00:00
Italy Serie A,2,3,2016-01-01 00:00:00
Italy Serie A,3,0,2016-01-01 00:00:00
Italy Serie A,0,0,2016-01-01 00:00:00
Italy Serie A,0,1,2016-01-01 00:00:00
Italy Serie A,2,1,2016-01-01 00:00:00
Italy Serie A,1,3,2016-01-01 00:00:00
Italy Serie A,2,2,2016-01-01 00:00:00
Italy Serie A,2,1,2016-01-01 00:00:00
Italy Serie A,0,2,2016-01-01 00:00:00
Italy Serie A,0,1,2016-01-01 00:00:00
Italy Serie A,2,1,2016-01-01 00:00:00
Italy Serie A,1,3,2016-01-01 00:00:00
Italy Serie A,1,5,2016-01-01 00:00:00
Italy Serie A,0,1,2016-01-01 00:00:00
Italy Serie A,0,1,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,1,2,2016-01-01 00:00:00
Italy Serie A,0,1,2016-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,2,2015-01-01 00:00:00
Italy Serie A,4,0,2015-01-01 00:00:00
Italy Serie A,2,0,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,2,2,2015-01-01 00:00:00
Italy Serie A,2,1,2015-01-01 00:00:00
Italy Serie A,3,1,2015-01-01 00:00:00
Italy Serie A,0,1,2015-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,2,0,2016-01-01 00:00:00
Italy Serie A,4,2,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,0,4,2016-01-01 00:00:00
Italy Serie A,2,2,2016-01-01 00:00:00
Italy Serie A,4,0,2016-01-01 00:00:00
Italy Serie A,2,1,2016-01-01 00:00:00
Italy Serie A,3,1,2016-01-01 00:00:00
Italy Serie A,0,0,2016-01-01 00:00:00
Italy Serie A,0,2,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,4,1,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,2,2,2016-01-01 00:00:00
Italy Serie A,2,4,2016-01-01 00:00:00
Italy Serie A,1,0,2016-01-01 00:00:00
Italy Serie A,2,0,2016-01-01 00:00:00
Italy Serie A,4,1,2016-01-01 00:00:00
Italy Serie A,5,1,2016-01-01 00:00:00
Italy Serie A,0,0,2016-01-01 00:00:00
Italy Serie A,3,1,2016-01-01 00:00:00
Italy Serie A,0,0,2016-01-01 00:00:00
Italy Serie A,3,0,2016-01-01 00:00:00
Italy Serie A,0,4,2016-01-01 00:00:00
Italy Serie A,0,0,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,3,2,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
Italy Serie A,2,1,2016-01-01 00:00:00
Italy Serie A,1,0,2016-01-01 00:00:00
Italy Serie A,2,1,2016-01-01 00:00:00
Italy Serie A,1,0,2016-01-01 00:00:00
Italy Serie A,1,0,2016-01-01 00:00:00
Italy Serie A,0,2,2016-01-01 00:00:00
Italy Serie A,0,2,2016-01-01 00:00:00
Italy Serie A,0,2,2016-01-01 00:00:00
Italy Serie A,2,2,2016-01-01 00:00:00
Italy Serie A,1,1,2016-01-01 00:00:00
