League_Name,Home_Team_Goal,Away_Team_Goal,Year
England Premier League,3,0,2016-01-01 00:00:00
England Premier League,0,3,2016-01-01 00:00:00
England Premier League,0,4,2016-01-01 00:00:00
England Premier League,0,1,2016-01-01 00:00:00
England Premier League,2,4,2016-01-01 00:00:00
England Premier League,1,4,2016-01-01 00:00:00
England Premier League,0,0,2016-01-01 00:00:00
England Premier League,4,0,2016-01-01 00:00:00
England Premier League,2,2,2016-01-01 00:00:00
England Premier League,4,0,2016-01-01 00:00:00
England Premier League,4,2,2016-01-01 00:00:00
England Premier League,0,0,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,3,2,2016-01-01 00:00:00
England Premier League,1,0,2016-01-01 00:00:00
England Premier League,2,2,2016-01-01 00:00:00
England Premier League,2,1,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,1,0,2016-01-01 00:00:00
England Premier League,4,2,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,3,1,2016-01-01 00:00:00
England Premier League,3,2,2016-01-01 00:00:00
England Premier League,0,3,2016-01-01 00:00:00
England Premier League,0,0,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,2,1,2016-01-01 00:00:00
England Premier League,3,1,2016-01-01 00:00:00
England Premier League,2,0,2016-01-01 00:00:00
England Premier League,2,2,2016-01-01 00:00:00
England Premier League,0,1,2016-01-01 00:00:00
England Premier League,3,2,2016-01-01 00:00:00
England Premier League,1,2,2016-01-01 00:00:00
England Premier League,1,4,2016-01-01 00:00:00
England Premier League,4,0,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,3,0,2016-01-01 00:00:00
England Premier League,3,1,2016-01-01 00:00:00
England Premier League,5,1,2016-01-01 00:00:00
England Premier League,4,1,2016-01-01 00:00:00
England Premier League,2,1,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,2,2,2016-01-01 00:00:00
England Premier League,1,1,2016-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,1,1,2015-01-01 00:00:00
England Premier League,1,2,2015-01-01 00:00:00
England Premier League,0,3,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,3,0,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,2,1,2015-01-01 00:00:00
England Premier League,0,0,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,3,1,2015-01-01 00:00:00
England Premier League,3,2,2015-01-01 00:00:00
England Premier League,3,1,2015-01-01 00:00:00
England Premier League,3,1,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,1,0,2015-01-01 00:00:00
England Premier League,0,0,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,1,1,2015-01-01 00:00:00
England Premier League,1,2,2015-01-01 00:00:00
England Premier League,1,2,2015-01-01 00:00:00
England Premier League,2,3,2015-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,0,0,2015-01-01 00:00:00
England Premier League,1,0,2015-01-01 00:00:00
England Premier League,2,5,2015-01-01 00:00:00
England Premier League,3,2,2015-01-01 00:00:00
England Premier League,3,0,2015-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,3,1,2015-01-01 00:00:00
England Premier League,2,1,2015-01-01 00:00:00
England Premier League,4,1,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,2,3,2015-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,3,0,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,1,1,2015-01-01 00:00:00
England Premier League,1,3,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,1,1,2015-01-01 00:00:00
England Premier League,6,1,2015-01-01 00:00:00
England Premier League,1,2,2015-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,2,0,2015-01-01 00:00:00
England Premier League,1,3,2015-01-01 00:00:00
England Premier League,0,3,2015-01-01 00:00:00
England Premier League,5,1,2015-01-01 00:00:00
England Premier League,6,2,2015-01-01 00:00:00
England Premier League,2,2,2015-01-01 00:00:00
England Premier League,0,1,2015-01-01 00:00:00
England Premier League,0,0,2015-01-01 00:00:00
England Premier League,0,3,2015-01-01 00:00:00
England Premier League,1,0,2015-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,4,4,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,2,4,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,0,2,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,4,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,0,2,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,4,2008-01-01 00:00:00
France Ligue 1,0,2,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,3,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,3,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,3,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,3,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,3,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,2,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,1,3,2008-01-01 00:00:00
France Ligue 1,1,3,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,0,3,2008-01-01 00:00:00
France Ligue 1,3,4,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,3,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,4,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,4,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,2,3,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,4,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,4,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,3,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,4,1,2009-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,3,1,2008-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,3,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,4,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,2,3,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,2,4,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,4,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,4,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,0,2,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,4,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,3,2,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,3,2,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,0,2,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,0,1,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,3,0,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,0,0,2008-01-01 00:00:00
France Ligue 1,2,1,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,2,0,2008-01-01 00:00:00
France Ligue 1,2,2,2008-01-01 00:00:00
France Ligue 1,1,2,2008-01-01 00:00:00
France Ligue 1,1,0,2008-01-01 00:00:00
France Ligue 1,3,2,2008-01-01 00:00:00
France Ligue 1,1,1,2008-01-01 00:00:00
France Ligue 1,1,3,2008-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,4,1,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,4,1,2009-01-01 00:00:00
France Ligue 1,3,0,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,4,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,3,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,4,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,5,0,2009-01-01 00:00:00
France Ligue 1,5,5,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,1,2,2009-01-01 00:00:00
France Ligue 1,3,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,1,2009-01-01 00:00:00
France Ligue 1,2,5,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,3,0,2010-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,0,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,4,0,2009-01-01 00:00:00
France Ligue 1,2,2,2009-01-01 00:00:00
France Ligue 1,1,1,2009-01-01 00:00:00
France Ligue 1,4,0,2010-01-01 00:00:00
France Ligue 1,0,3,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,4,3,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,1,3,2009-01-01 00:00:00
France Ligue 1,1,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
France Ligue 1,3,1,2009-01-01 00:00:00
France Ligue 1,2,1,2009-01-01 00:00:00
France Ligue 1,2,0,2009-01-01 00:00:00
France Ligue 1,0,0,2009-01-01 00:00:00
