League_Name,Home_Team_Goal,Away_Team_Goal
Germany 1. Bundesliga,1,3
Germany 1. Bundesliga,0,3
Germany 1. Bundesliga,1,1
Germany 1. Bundesliga,1,1
Germany 1. Bundesliga,0,3
Germany 1. Bundesliga,5,1
Germany 1. Bundesliga,0,3
Germany 1. Bundesliga,1,1
Germany 1. Bundesliga,2,0
Germany 1. Bundesliga,1,0
Germany 1. Bundesliga,3,0
Germany 1. Bundesliga,2,2
Germany 1. Bundesliga,2,0
Germany 1. Bundesliga,2,3
Germany 1. Bundesliga,2,1
Germany 1. Bundesliga,4,2
Germany 1. Bundesliga,0,0
Germany 1. Bundesliga,1,0
Germany 1. Bundesliga,0,2
Germany 1. Bundesliga,0,1
Germany 1. Bundesliga,1,5
Germany 1. Bundesliga,0,1
Germany 1. Bundesliga,0,2
Italy Serie A,1,0
Italy Serie A,1,4
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,3,1
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,2,3
Italy Serie A,3,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,5,1
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,1,0
Italy Serie A,4,0
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,3,2
Italy Serie A,1,1
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,3,2
Italy Serie A,4,1
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,4,2
Italy Serie A,3,0
Italy Serie A,2,2
Italy Serie A,0,3
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,0,2
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,2,2
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,4,0
Italy Serie A,3,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,3,0
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,1,4
Italy Serie A,0,1
Italy Serie A,0,3
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,5,2
Italy Serie A,4,2
Italy Serie A,3,2
Italy Serie A,3,3
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,0,2
Italy Serie A,4,2
Italy Serie A,5,1
Italy Serie A,1,3
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,3,2
Italy Serie A,0,1
Italy Serie A,0,1
Italy Serie A,0,0
Italy Serie A,3,2
Italy Serie A,2,3
Italy Serie A,2,2
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,3,0
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,0,2
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,2,0
Italy Serie A,3,1
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,4
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,1,4
Italy Serie A,0,3
Italy Serie A,1,0
Italy Serie A,3,3
Italy Serie A,3,2
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,1,1
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,1,3
Italy Serie A,2,2
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,0,3
Italy Serie A,2,3
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,2,2
Italy Serie A,2,1
Italy Serie A,3,0
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,0,3
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,3,3
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,3,3
Italy Serie A,0,0
Italy Serie A,0,4
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,0,3
Italy Serie A,0,0
Italy Serie A,0,2
Italy Serie A,0,2
Italy Serie A,0,1
Italy Serie A,0,2
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,5,2
Italy Serie A,4,1
Italy Serie A,1,5
Italy Serie A,1,1
Italy Serie A,2,2
Italy Serie A,2,0
Italy Serie A,0,3
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,1,3
Italy Serie A,1,4
Italy Serie A,0,0
Italy Serie A,1,3
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,2,1
Italy Serie A,4,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,3,3
Italy Serie A,1,2
Italy Serie A,0,1
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,2,2
Italy Serie A,4,2
Italy Serie A,1,4
Italy Serie A,0,2
Italy Serie A,0,1
Italy Serie A,3,2
Italy Serie A,2,2
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,1,3
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,3,2
Italy Serie A,4,1
Italy Serie A,1,1
Italy Serie A,5,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,0,2
Italy Serie A,2,1
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,3,3
Italy Serie A,3,0
Italy Serie A,4,1
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,3,0
Italy Serie A,5,1
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,2,1
Italy Serie A,3,1
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,3
Italy Serie A,1,1
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,2,2
Italy Serie A,2,2
Italy Serie A,5,0
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,4,3
Italy Serie A,2,2
Italy Serie A,3,0
Italy Serie A,2,2
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,2,2
Italy Serie A,2,3
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,3,1
Italy Serie A,0,3
Italy Serie A,2,1
Italy Serie A,2,3
Italy Serie A,1,1
Italy Serie A,4,1
Italy Serie A,4,3
Italy Serie A,6,2
Italy Serie A,2,2
Italy Serie A,0,2
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,3,2
Italy Serie A,0,0
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,0,3
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,1,3
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,3,2
Italy Serie A,0,2
Italy Serie A,4,2
Italy Serie A,3,0
Italy Serie A,2,1
Italy Serie A,0,4
Italy Serie A,0,1
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,1,3
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,3,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,1,2
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,3,2
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,5,3
Italy Serie A,5,1
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,2,3
Italy Serie A,0,2
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,2,5
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,4,2
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,3
Italy Serie A,2,3
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,4,3
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,2,2
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,3,0
Italy Serie A,3,2
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,3,2
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,3,3
Italy Serie A,0,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,0,2
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,2
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,2,0
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,4,1
Italy Serie A,5,2
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,1,5
Italy Serie A,0,1
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,4,3
Italy Serie A,0,3
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,0,1
Italy Serie A,0,0
Italy Serie A,1,3
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,0,4
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,1,3
Italy Serie A,3,1
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,3,0
Italy Serie A,0,0
Italy Serie A,4,0
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,3,0
Italy Serie A,1,2
Italy Serie A,2,3
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,2,2
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,4,2
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,0,1
Italy Serie A,1,2
Italy Serie A,0,0
Italy Serie A,3,1
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,3,2
Italy Serie A,0,0
Italy Serie A,0,2
Italy Serie A,4,1
Italy Serie A,0,1
Italy Serie A,3,2
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,1,2
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,3,0
Italy Serie A,3,1
Italy Serie A,4,0
Italy Serie A,3,4
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,2,3
Italy Serie A,0,2
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,0,2
Italy Serie A,5,3
Italy Serie A,1,0
Italy Serie A,1,3
Italy Serie A,3,1
Italy Serie A,3,2
Italy Serie A,3,3
Italy Serie A,1,1
Italy Serie A,3,3
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,0,2
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,4,2
Italy Serie A,0,1
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,4,1
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,4,2
Italy Serie A,3,1
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,3,0
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,0,2
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,4,1
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,2,3
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,2
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,3,2
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,3,1
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,2,3
Italy Serie A,2,3
Italy Serie A,0,2
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,2,3
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,3,1
Italy Serie A,3,0
Italy Serie A,0,0
Italy Serie A,3,1
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,3,1
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,4,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,0,2
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,1,2
Italy Serie A,1,2
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,2,0
Italy Serie A,3,3
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,4,3
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,2,3
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,3,0
Italy Serie A,4,1
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,0,2
Italy Serie A,3,1
Italy Serie A,4,1
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,4,1
Italy Serie A,0,0
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,2,2
Italy Serie A,3,1
Italy Serie A,1,2
Italy Serie A,3,3
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,0,1
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,1,3
Italy Serie A,1,2
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,0,5
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,1,3
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,3,2
Italy Serie A,1,2
Italy Serie A,0,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,4,1
Italy Serie A,0,1
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,4,0
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,0,2
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,2,3
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,3,2
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,0,0
Italy Serie A,4,0
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,2,3
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,4,1
Italy Serie A,1,1
Italy Serie A,5,2
Italy Serie A,2,1
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,3,1
Italy Serie A,3,2
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,3
Italy Serie A,0,2
Italy Serie A,3,0
Italy Serie A,2,1
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,1,3
Italy Serie A,3,1
Italy Serie A,0,3
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,3,2
Italy Serie A,3,0
Italy Serie A,3,2
Italy Serie A,0,1
Italy Serie A,3,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,3,2
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,0,1
Italy Serie A,0,1
Italy Serie A,0,0
Italy Serie A,3,0
Italy Serie A,0,1
Italy Serie A,1,4
Italy Serie A,1,2
Italy Serie A,3,1
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,4,2
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,3,0
Italy Serie A,1,2
Italy Serie A,1,2
Italy Serie A,4,4
Italy Serie A,0,0
Italy Serie A,3,2
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,3,3
Italy Serie A,2,1
Italy Serie A,1,3
Italy Serie A,2,0
Italy Serie A,2,1
Italy Serie A,5,1
Italy Serie A,3,2
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,0,0
Italy Serie A,2,4
Italy Serie A,4,1
Italy Serie A,1,0
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,0,2
Italy Serie A,3,0
Italy Serie A,4,0
Italy Serie A,0,1
Italy Serie A,1,2
Italy Serie A,3,1
Italy Serie A,3,2
Italy Serie A,0,2
Italy Serie A,0,3
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,0,3
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,0,1
Italy Serie A,1,3
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,5,3
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,2,4
Italy Serie A,2,0
Italy Serie A,2,0
Italy Serie A,0,3
Italy Serie A,1,0
Italy Serie A,2,4
Italy Serie A,4,0
Italy Serie A,0,2
Italy Serie A,3,2
Italy Serie A,0,2
Italy Serie A,3,1
Italy Serie A,0,0
Italy Serie A,4,1
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,4,3
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,2,0
Italy Serie A,2,2
Italy Serie A,2,1
Italy Serie A,2,2
Italy Serie A,2,2
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,1,1
Italy Serie A,0,2
Italy Serie A,0,7
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,0,0
Italy Serie A,5,2
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,2,3
Italy Serie A,3,0
Italy Serie A,2,2
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,0,4
Italy Serie A,1,3
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,0,1
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,0,4
Italy Serie A,1,2
Italy Serie A,2,2
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,1,2
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,2
Italy Serie A,0,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,4,3
Italy Serie A,4,0
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,3,0
Italy Serie A,0,0
Italy Serie A,2,2
Italy Serie A,0,1
Italy Serie A,3,1
Italy Serie A,1,2
Italy Serie A,1,2
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,3,2
Italy Serie A,1,2
Italy Serie A,2,0
Italy Serie A,1,1
Italy Serie A,2,2
Italy Serie A,0,0
Italy Serie A,3,3
Italy Serie A,3,0
Italy Serie A,2,0
Italy Serie A,1,4
Italy Serie A,2,0
Italy Serie A,2,3
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,3,0
Italy Serie A,4,2
Italy Serie A,2,1
Italy Serie A,0,1
Italy Serie A,1,2
Italy Serie A,2,1
Italy Serie A,0,2
Italy Serie A,0,1
Italy Serie A,0,2
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,2,0
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,3,3
Italy Serie A,5,2
Italy Serie A,2,3
Italy Serie A,0,1
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,3,1
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,2,2
Italy Serie A,1,2
Italy Serie A,0,2
Italy Serie A,1,1
Italy Serie A,0,2
Italy Serie A,4,2
Italy Serie A,1,1
Italy Serie A,4,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,1,2
Italy Serie A,1,0
Italy Serie A,0,2
Italy Serie A,3,1
Italy Serie A,1,1
Italy Serie A,2,4
Italy Serie A,0,4
Italy Serie A,2,2
Italy Serie A,3,1
Italy Serie A,0,0
Italy Serie A,1,3
Italy Serie A,2,2
Italy Serie A,3,2
Italy Serie A,1,3
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,1,3
Italy Serie A,4,0
Italy Serie A,1,1
Italy Serie A,2,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,1,0
Italy Serie A,2,2
Italy Serie A,1,0
Italy Serie A,4,2
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,4
Italy Serie A,1,1
Italy Serie A,2,1
Italy Serie A,1,0
Italy Serie A,2,0
Italy Serie A,0,1
Italy Serie A,1,0
Italy Serie A,1,0
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,1,2
Italy Serie A,0,0
Italy Serie A,1,1
Italy Serie A,3,1
Italy Serie A,4,1
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,4,0
Italy Serie A,1,1
Italy Serie A,1,1
Italy Serie A,0,1
Italy Serie A,0,1
Italy Serie A,0,2
Italy Serie A,1,2
Italy Serie A,0,0
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,2,1
Italy Serie A,1,1
Italy Serie A,1,0
Italy Serie A,2,1
Italy Serie A,0,0
Italy Serie A,2,0
Italy Serie A,0,0
